time_ms,ir,ax,ay,az,gx,gy,gz,label
58234,116778,-11,-3,6,4142,3367,15466,R
58316,117102,0,-4,-4,4358,3254,15516,R
58398,117138,19,0,-7,4394,3343,15692,R
58480,117315,3,-14,9,4344,3350,15646,R
58577,117335,5,-7,-3,4358,3401,15674,R
58659,117410,-3,0,-2,4264,3306,15599,R
58741,117481,12,-14,9,4316,3319,15592,R
58823,117479,-5,-7,-5,4478,3409,15631,R
58920,117558,-5,-6,3,4406,3349,15603,R
59002,117584,5,-13,0,4331,3248,15760,R
59084,116893,-28,-12,11,4284,3329,15622,R
59166,116924,9,-11,3,4337,3510,15724,R
59263,116856,-5,-5,6,4383,3391,15729,R
59345,116953,6,-7,9,4351,3332,15548,R
59426,116897,18,-5,3,4437,3292,15164,R
59507,116894,78,-11,11,4452,3386,15307,R
59588,116818,20,26,-1,4233,3703,15802,R
59670,116983,-32,4,8,4406,3483,15924,R
59752,116973,-1,-8,-7,4320,3333,15412,R
59849,116987,-13,10,1,4168,3597,15623,R
59931,117129,30,-6,-2,4429,3441,15529,R
60013,116672,-6,1,-6,4437,3556,15491,R
60095,115895,-8,-6,-3,4164,3466,15806,R
60192,116208,-12,15,-3,4339,3562,15595,R
60274,116826,-24,20,-7,4343,3444,15536,R
60356,116934,-8,4,-3,4259,3563,15494,R
60438,117070,13,-10,5,4249,3424,15729,R
60535,117177,-4,5,2,4268,3444,15491,R
60616,117284,6,-3,-4,4440,3543,15616,R
60698,117299,-11,-7,3,4213,3469,15614,R
60780,117312,-4,6,2,4140,3449,15599,R
60861,117329,4,11,12,4277,3654,15704,R
60942,117289,8,-5,1,4186,3542,15484,R
61024,117051,12,-6,-5,4241,3504,15479,R
61121,116531,5,0,-1,4417,3582,15372,R
61203,116530,15,-13,3,4254,3338,15629,R
61285,116789,-4,-7,0,4339,3512,15536,R
61367,116740,2,0,-1,4298,3520,15696,R
61464,116947,7,-17,-2,4317,3417,15536,R
61546,116974,2,-11,6,4430,3304,15529,R
61628,117129,5,-14,1,4156,3480,15523,R
61710,117164,-5,-5,1,4399,3517,15455,R
61809,117302,-11,-6,-5,4216,3492,15547,R
61891,117347,-6,-4,5,4343,3395,15665,R
61973,116902,-1,-9,4,4278,3417,15525,R
62070,116487,10,0,-4,4430,3661,15528,R
62152,116460,-19,-11,0,4343,3527,15603,R
62234,116824,10,-13,-2,4277,3404,15542,R
62316,116870,6,-11,-5,4457,3597,15560,R
62413,117076,9,-7,4,4307,3588,15424,R
62495,117223,3,-14,-5,4297,3501,15456,R
62577,117300,6,10,7,4245,3529,15468,R
62659,117330,4,1,8,4327,3556,15658,R
62758,117465,-8,4,8,4393,3627,15469,R
62840,117480,-5,1,-1,4228,3511,15533,R
62922,117504,-1,-10,6,4387,3412,15504,R
