time_ms,ir,ax,ay,az,gx,gy,gz,label
53373,121574,403,-276,1392,-19852,18185,2201,M
53455,121698,1920,101,1194,-16342,20020,-2811,M
53552,121612,3647,914,1286,-6880,11456,-8234,M
53634,122626,2881,1720,1536,-2320,4594,-525,M
53716,123004,-140,721,1556,-1955,10326,4168,M
53798,122863,-1290,-815,959,-3828,13809,-9413,M
53897,123156,-1243,-1165,-1544,-2166,8283,-2779,M
53979,122739,-1914,-190,-1906,-3206,4684,-1990,M
54061,121915,-1999,-1096,-1396,-7109,13693,-11259,M
54158,118527,861,632,24,-27160,32767,-4586,M
54239,117887,743,1669,288,-32768,32767,-4061,M
54320,118508,2800,2571,383,-8516,16641,-8172,M
54402,123599,3599,2016,1813,452,7862,-3710,M
54483,121108,2296,1336,1738,-1591,10623,2957,M
54564,121176,1410,778,1767,-1970,8956,333,M
54645,121455,-421,344,799,-5100,11397,-12864,M
54727,121734,-1706,-1424,-1848,-1857,13656,-10072,M
54824,122596,-1935,-2032,-2344,-4197,5053,-1599,M
54906,122298,-1766,-911,-1692,-4100,7723,-4189,M
54988,121074,-3364,-307,-227,-7340,12353,-11317,M
55070,120325,-428,-1237,569,-21340,26475,-16464,M
55169,118741,864,1032,221,-24045,31032,-12167,M
55251,119612,2209,1359,1233,-2097,10584,-8561,M
55333,121831,3266,452,2173,-2714,4807,-1979,M
55430,123440,2126,447,1080,-496,7295,649,M
55512,123151,593,571,455,-697,9944,-3030,M
55594,121436,-2081,-788,-36,-4944,10457,-12148,M
55676,120402,-2592,-1252,-2715,-7500,8828,1976,M
55773,117260,-2218,-1060,-2276,-7375,8483,-2513,M
55855,117775,-2079,-288,-864,-7152,10485,-7006,M
55937,118033,-2535,-589,350,-13372,15484,-7448,M
56019,117738,-524,-216,-153,-29693,32679,-4779,M
56116,117137,1363,902,368,-17325,26559,-7850,M
56198,117803,2590,544,1954,-1854,9353,-6270,M
56280,120365,3612,-39,1953,-3355,6337,915,M
56362,121178,2378,195,1118,-985,4830,2074,M
56443,121234,712,696,258,-5621,8514,-4199,M
56540,120645,-2468,-254,-869,-6368,11530,-10286,M
56622,121062,-4383,-279,-3513,-4254,8371,1451,M
56704,121604,506,383,-2563,-8285,9212,-2454,M
56786,120137,-2044,-528,-537,-8102,11398,-7385,M
56885,119527,-2895,-1155,1065,-18125,23014,-10593,M
56967,119128,1300,221,-184,-27993,32767,-5245,M
57049,118290,2429,1068,495,-10678,20356,-6955,M
57146,120482,2342,158,1866,236,2226,-1769,M
57227,122014,1769,487,1492,-2333,4712,976,M
57308,122126,994,576,1193,-4445,6403,-878,M
57390,121916,-507,299,150,-11076,14552,-4999,M
57472,121771,-1984,-513,-2230,-7738,15371,-3322,M
57554,121409,-1399,-600,-2662,-3362,7924,-947,M
57651,120682,-2149,-720,-1251,-6272,9275,-4620,M
57733,118906,-982,-1052,194,-5445,8519,-5721,M
57815,120381,-804,-808,206,-22310,25137,-3557,M
57897,119303,-117,-8,53,-29594,30072,-2161,M
57994,119331,3482,1024,710,-10045,16318,-6448,M
58076,121114,3255,795,1766,-2261,4756,-5865,M
58158,122107,2822,979,1455,-2952,5614,-123,M
