time_ms,ir,ax,ay,az,gx,gy,gz,label
9078,118143,212,292,-206,3326,4332,1263,M
9175,118359,-493,-413,950,-759,10138,8936,M
9257,118055,412,-855,291,570,18768,26576,M
9339,117926,-464,927,-1469,2499,13079,27317,M
9421,118018,-724,-149,-692,4702,4888,1035,M
9518,118112,187,-244,796,587,4665,2877,M
9600,118023,-84,-954,1409,972,12249,11247,M
9682,118177,586,291,89,2567,22803,23464,M
9764,118351,346,2290,-1387,36,15955,3359,M
9845,117786,858,868,675,2624,15918,14072,M
9942,118130,2580,-1450,1508,3346,3278,8088,M
10023,119053,2115,-1424,503,4954,4117,8655,M
10104,118998,-1037,-213,484,-4071,13291,7595,M
10186,118794,-3077,3147,-407,2599,6580,7643,M
10267,118794,-376,1908,-1337,3051,6141,4975,M
10348,119264,-526,915,-1279,632,6983,8358,M
10430,119214,-1673,44,489,-2901,22817,23349,M
10512,116907,884,-580,1441,-9404,29783,32767,M
10609,117812,1282,-620,153,-475,18397,12530,M
10690,117916,1045,-2026,1865,2732,1296,5975,M
10772,119361,1036,-2662,2123,753,-2343,2431,M
10854,119781,2049,-2015,1527,6227,3872,889,M
10935,119296,279,64,-244,-6428,3441,8896,M
11016,119727,-2900,1941,-2689,6457,14023,7002,M
11113,118805,-297,1940,-1666,-19,12945,10204,M
11195,119046,-114,521,-400,2386,8057,11508,M
11277,119413,-718,-748,279,2390,13832,14959,M
11359,119486,-846,1095,-1323,-5961,24587,29979,M
11458,118540,-640,1848,242,-3384,21797,19266,M
11540,118892,1833,-774,1901,1309,5172,12469,M
11622,119993,1250,-1686,1421,709,109,7690,M
11719,119255,800,-2143,946,-2415,9186,11566,M
11801,118256,-1055,275,-15,4753,13851,13177,M
11883,117049,-1239,2084,-1144,2987,4420,5375,M
11965,115149,-436,733,-1277,2606,6534,4895,M
12062,114527,-18,-466,-288,3159,6120,6014,M
12144,114512,-203,-1824,535,-3851,16873,15729,M
12226,114394,229,794,-628,135,21065,29861,M
12308,114992,1472,1588,-1801,-3318,11331,12137,M
12407,115737,442,341,-279,1825,4702,4937,M
12489,116129,-29,-734,823,-1732,6421,6796,M
12571,116373,391,-1947,1528,-5159,12964,14406,M
12668,116601,-147,367,-24,5300,13588,19960,M
12750,117069,799,2538,-1994,253,6205,3670,M
12832,117200,723,777,-1844,-612,10874,7301,M
12914,116841,499,-409,176,-885,5745,6306,M
13011,117181,-554,-1771,1612,-10946,14476,14558,M
13093,117033,-1030,-121,202,-6304,22187,27262,M
13175,117588,978,255,-1121,-242,10011,5755,M
13257,118049,430,-306,-49,4111,4282,5369,M
13356,118183,26,-968,920,2135,7415,3108,M
13438,118083,767,-1722,1018,-577,8367,15358,M
13520,118112,-654,2078,-209,-7792,14772,27344,M
13617,118351,124,2178,-1730,1895,11102,9173,M
