time_ms,ir,ax,ay,az,gx,gy,gz,label
1832927,109354,391,858,-492,1630,-8528,-9115,M
1833024,109268,446,1400,-744,4434,-11240,-12049,M
1833106,109065,249,974,-580,6041,-13093,-11861,M
1833188,109029,68,716,-174,8269,-14116,-14177,M
1833270,109093,-332,314,420,8426,-14088,-11680,M
1833367,109119,-1123,-181,590,6674,-11219,-10842,M
1833449,109260,-526,387,194,6175,-7980,-6120,M
1833531,109301,-266,315,721,4768,-6783,-4069,M
1833613,109369,302,560,-135,8685,-10625,-7459,M
1833712,109342,299,635,-83,8065,-13468,-12472,M
1833794,109330,-419,737,452,8995,-14331,-17430,M
1833876,109489,-1788,-396,874,9970,-11384,-14778,M
1833973,109554,-904,-180,-113,9847,-7899,-9675,M
1834055,109715,538,-385,44,3067,-6023,-6223,M
1834137,109821,1138,-678,356,5548,-7644,-7192,M
1834219,109931,1174,-192,-358,6949,-11708,-11284,M
1834316,109759,730,-44,-265,6682,-13144,-11623,M
1834398,109898,25,39,-216,6056,-14117,-14447,M
1834480,110005,-812,-189,-19,8038,-14374,-15939,M
1834562,109999,-577,272,-329,8061,-12718,-12354,M
1834661,110109,-425,102,-212,3738,-7989,-7846,M
1834743,110195,231,-247,509,4807,-7359,-5562,M
1834825,110056,612,-351,446,6034,-9775,-5598,M
1834922,110109,427,219,-289,5749,-11859,-10061,M
1835004,110173,235,200,-103,9587,-16165,-15225,M
1835086,110281,-272,-164,88,9823,-15055,-13268,M
1835168,110328,-395,113,-500,8478,-12392,-10405,M
1835265,110532,230,9,-183,4204,-7598,-5131,M
1835347,109994,290,-547,795,3456,-6766,-7625,M
1835429,109986,594,97,9,4744,-9680,-10363,M
1835511,110198,-95,95,-283,5644,-11364,-12864,M
1835610,110152,-226,26,-368,8050,-13312,-15856,M
1835692,110222,-71,171,-278,6202,-13784,-13303,M
1835774,110317,-125,399,-450,6616,-9905,-9971,M
1835871,109784,-523,-143,284,4229,-6355,-6773,M
1835953,109855,53,-459,795,5425,-7881,-7396,M
1836035,110057,324,-145,121,7627,-10995,-9597,M
1836117,110080,66,212,-54,8638,-13990,-10260,M
1836214,110174,31,334,-231,7378,-13287,-14372,M
1836296,109908,476,533,-1127,6348,-11104,-13271,M
1836378,109229,541,-23,-677,6029,-8646,-7196,M
1836460,109449,286,-878,467,5524,-7606,-6347,M
1836559,109621,283,-626,283,7279,-9698,-8769,M
1836641,109972,-207,-379,91,8128,-10145,-11565,M
1836723,110057,257,25,82,8484,-14531,-12736,M
1836820,109481,206,257,102,4555,-12917,-14354,M
1836902,109437,-102,432,-641,5204,-10343,-11064,M
1836984,109552,-484,145,-321,3256,-5962,-7009,M
1837066,109642,-114,-434,584,4521,-8380,-4948,M
1837163,110061,53,-297,-67,8757,-10866,-9514,M
1837245,109893,-102,126,305,8613,-13802,-10650,M
1837327,109428,-55,254,734,8374,-16300,-11699,M
1837409,109779,-563,212,571,15680,-20973,-12284,M
1837508,110094,-442,732,-448,9469,-11034,-11798,M
1837590,110068,-287,-14,-385,7448,-7696,-8034,M
1837672,110129,128,-377,480,3763,-4974,-6697,M
1837769,109612,262,-177,461,4892,-8888,-9518,M
1837851,109694,-126,-126,208,6007,-13679,-12921,M
1837933,108907,17,-330,391,6367,-14929,-15863,M
1838015,108611,-604,-460,1053,3956,-15572,-17511,M
1838112,108368,-1773,-660,1347,4624,-13084,-12499,M
1838194,108452,-885,-195,1164,1089,-7515,-9279,M
