time_ms,ir,ax,ay,az,gx,gy,gz,label
1622448,111469,244,-365,-236,8650,-12650,-4817,W
1622545,111491,339,-65,-82,7950,-13453,-5667,W
1622627,111511,123,13,-3,7009,-13144,-6564,W
1622709,111530,-17,84,160,6092,-12782,-6675,W
1622791,111584,-143,52,64,8469,-14859,-7355,W
1622888,111517,128,143,-396,11622,-15408,-5240,W
1622970,111425,74,-60,273,7907,-11901,-3599,W
1623052,111452,126,-189,-75,9411,-12555,-4504,W
1623134,111436,244,-68,-52,7989,-12769,-4579,W
1623231,111491,200,260,-76,7828,-13129,-5483,W
1623313,111448,-191,125,77,8033,-12309,-6253,W
1623395,111485,-151,50,119,7738,-12487,-6747,W
1623477,111356,-83,171,-2,8512,-14154,-6691,W
1623574,111466,-255,316,-214,10325,-16261,-5470,W
1623656,111449,-288,166,385,7891,-11410,-3685,W
1623738,111392,-3,288,47,9190,-12143,-3521,W
1623820,111367,114,98,-199,10530,-13211,-4968,W
1623919,111370,285,235,-154,8767,-13004,-5238,W
1624001,111274,-57,49,-120,7544,-13031,-5913,W
1624083,111315,-122,48,58,7675,-13650,-5865,W
1624180,111424,-216,-54,14,8963,-14979,-5679,W
1624262,111412,-222,65,-421,13411,-15570,-4697,W
1624344,111440,-3,-8,353,8484,-10304,-2814,W
1624426,111423,195,-164,-82,10434,-11649,-3966,W
1624523,111416,329,-376,-157,11052,-12079,-5362,W
1624605,111284,487,-72,-91,8571,-11380,-5144,W
1624687,111313,113,-217,-136,8856,-12067,-5453,W
1624769,111379,40,-71,66,8536,-12694,-5904,W
1624868,111379,-168,1,114,10049,-14398,-6239,W
1624950,111457,-59,263,-87,11191,-15580,-5944,W
1625032,111435,-366,-123,408,10190,-12344,-3890,W
1625129,111383,61,295,189,9150,-11867,-2507,W
1625211,111293,-77,-24,-137,10100,-12679,-3315,W
1625293,111376,393,145,-79,9266,-12646,-4460,W
1625375,111383,164,-73,-128,8506,-13112,-5311,W
1625472,111437,16,-140,54,7664,-13136,-5262,W
1625554,111463,14,-174,-73,9284,-14764,-5342,W
1625636,111494,94,-199,-348,11323,-15763,-4810,W
1625718,111366,-34,-269,-245,10488,-12788,-4129,W
1625817,111412,391,-321,22,8114,-10236,-3007,W
1625899,111425,515,-562,-411,12423,-13136,-4128,W
1625981,111407,645,-249,-187,9818,-12603,-4497,W
1626078,111461,436,-188,-101,7705,-12325,-4561,W
1626160,111471,190,-239,61,8247,-12752,-4354,W
1626242,111462,186,-117,277,10246,-15778,-4462,W
1626324,111401,136,65,352,9622,-15133,-4715,W
1626421,111400,-209,-96,202,10849,-13779,-2429,W
1626503,111422,165,195,285,8010,-11759,-1137,W
1626585,111403,91,-104,-165,10017,-12738,-2874,W
1626667,111353,133,-64,-76,8598,-12908,-3697,W
1626749,111339,57,-1,-186,7339,-13814,-4370,W
1626846,111258,-46,-69,89,6646,-14279,-3518,W
1626928,111319,-94,-98,-49,9337,-16218,-3882,W
1627010,111387,-171,-227,-337,12019,-16948,-3485,W
1627092,111376,-42,-234,306,9647,-11040,-3280,W
1627189,111347,250,-281,60,9777,-12180,-3248,W
1627271,111333,220,-326,56,8907,-12944,-3453,W
1627353,111359,445,60,-54,7296,-12933,-3965,W
1627435,111275,-59,74,-121,7615,-13536,-5000,W
1627532,111277,-147,295,56,7101,-14150,-4514,W
1627614,111313,-170,292,3,8783,-15875,-4167,W
1627696,111358,-529,4,-77,11669,-15865,-3312,W
1627778,111354,27,580,89,7605,-11911,-1172,W
1627875,111333,-532,172,-26,10920,-13605,-2361,W
1627957,111354,-7,401,118,8550,-12599,-2877,W
1628039,111285,-100,158,82,8113,-12730,-3869,W
1628121,111271,-24,36,284,7374,-13442,-3936,W
1628220,111353,-4,-175,108,9617,-15684,-4065,W
1628302,111411,112,-88,-283,11873,-16803,-3444,W
1628384,111379,-48,-113,136,8493,-11884,-3600,W
1628481,111433,144,-367,-74,8716,-12402,-3201,W
1628563,111384,121,-546,-68,8621,-12871,-3472,W
1628645,111262,492,-263,-81,7006,-12824,-4125,W
1628727,111305,376,-221,-55,7228,-13795,-4580,W
1628826,111320,277,-49,150,7337,-14706,-4517,W
1628908,111341,295,-47,-25,9193,-15996,-3798,W
1628990,111338,293,130,-286,10458,-16591,-2781,W
1629087,111367,167,324,51,6755,-13182,-780,W
1629169,111352,-127,-51,-247,10532,-14623,-821,W
1629251,111278,22,82,-78,8242,-13478,-1420,W
1629333,111330,-9,93,-95,7448,-13437,-3111,W
1629430,111359,-80,-32,146,6915,-13987,-2843,W
1629512,111382,-89,-252,-163,10096,-15888,-2131,W
1629594,111360,186,-185,-534,11859,-16445,-1413,W
1629676,111346,170,-467,-68,8989,-11877,-2763,W
1629775,111312,545,-430,-111,10599,-13202,-2144,W
1629857,111199,344,-305,38,8515,-13121,-2093,W
1629939,111255,328,23,27,6716,-13347,-2526,W
1630036,111291,-201,28,163,7574,-14135,-2954,W
1630118,111287,-209,313,332,7698,-15265,-2534,W
1630200,111333,-207,536,163,9398,-16907,-2310,W
1630282,111302,-787,200,139,10649,-14235,-1586,W
1630379,111308,-329,553,64,8659,-12611,-676,W
1630461,111191,-511,129,-41,9970,-14614,-1566,W
1630543,111222,-80,354,9,7388,-13405,-2137,W
1630625,111256,-152,253,78,6735,-13055,-3706,W
1630707,111222,-171,197,324,6809,-13828,-3905,W
1630804,111200,-209,-81,84,9290,-15653,-4302,W
1630886,111209,183,117,-367,11302,-17137,-2484,W
1630968,111176,141,-127,-45,8775,-12671,-2908,W
1631050,111109,287,-301,-33,9426,-13261,-2539,W
1631147,111153,262,-299,25,8241,-13701,-3303,W
1631229,111177,155,-137,91,6360,-13353,-3283,W
1631311,111198,-50,-83,126,6784,-13614,-3839,W
1631393,111197,-98,37,241,7083,-14792,-4397,W
1631490,111239,-52,126,115,8720,-15833,-4374,W
1631572,111139,83,309,-321,10505,-15661,-1660,W
1631654,111112,57,259,-80,8541,-13846,-1349,W
1631736,111165,-49,-5,-27,8693,-13648,-2143,W
1631833,111163,50,129,-80,8233,-13660,-2309,W
1631915,111150,23,178,-40,7354,-13418,-2741,W
1631997,111172,-77,40,86,7020,-13883,-3370,W
1632079,111205,39,-73,12,8303,-15843,-3131,W
1632178,111095,265,168,-438,10603,-18078,-1919,W
1632260,111150,-160,-70,129,8966,-12963,-2483,W
1632342,111221,-68,-335,184,9541,-13444,-2064,W
1632439,111197,252,-259,107,8902,-13326,-2686,W
1632521,111222,326,13,105,6814,-12616,-3041,W
1632603,111207,43,-72,90,7429,-13772,-3092,W
1632685,111167,-74,161,161,7356,-14315,-3174,W
1632782,111105,-337,409,-145,9632,-16830,-2711,W
1632864,111274,-543,193,-264,11087,-14885,-1538,W
1632946,111262,-110,533,-48,7331,-12764,344,W
1633028,111215,-177,186,-232,9567,-14083,-244,W
1633110,111199,94,245,-6,8834,-13692,-936,W
1633207,111224,23,173,26,7692,-13825,-1604,W
1633289,111132,-91,61,222,7627,-14591,-2904,W
1633371,111181,-75,-161,160,9987,-16059,-2433,W
1633453,111251,165,-14,-341,10636,-16883,-1570,W
1633550,111233,-171,-134,247,8779,-12359,-1802,W
1633632,111279,0,-377,146,8514,-12367,-1382,W
1633714,111235,404,-292,-120,8353,-13842,-1286,W
1633796,111202,433,-100,-141,7501,-13948,-2283,W
1633893,111179,31,-50,79,7279,-13464,-2830,W
1633975,111171,-14,131,112,7748,-14683,-3013,W
1634057,111217,-109,199,-37,9936,-16722,-2803,W
1634139,111237,-309,-51,-32,11475,-15135,-1030,W
1634236,111286,70,154,-45,7916,-11961,149,W
1634318,111263,-59,-180,-201,10143,-13600,-538,W
1634400,111137,169,-46,-88,8243,-12901,-1623,W
1634482,111169,-1,-129,-34,7297,-13248,-2021,W
1634581,111224,-8,-168,45,7958,-15177,-2552,W
1634663,111296,8,-395,-121,10852,-16414,-2416,W
1634745,111308,407,-282,-360,11202,-15316,-750,W
1634842,111321,457,-378,287,8485,-11808,-1241,W
1634924,111196,485,-500,54,9669,-12588,-1671,W
1635006,111166,434,-280,3,7747,-12757,-2195,W
1635088,111228,283,-174,-214,7263,-13114,-2092,W
1635185,111250,44,99,-31,7669,-13934,-2090,W
1635267,111243,-130,189,66,9663,-16252,-1947,W
1635349,111260,-80,336,40,10063,-17276,-1776,W
1635431,111225,-290,111,241,9566,-14043,-697,W
1635513,111148,-149,57,-64,9884,-13732,1063,W
1635610,111145,-183,43,138,8622,-12241,238,W
1635692,111195,69,86,-36,7524,-12848,-710,W
1635774,111181,3,60,-50,6328,-13163,-1849,W
1635856,111214,-96,-52,-85,8210,-15766,-1580,W
1635953,111209,-15,-98,-128,10630,-18046,-1272,W
1636035,111127,41,-365,-42,11232,-12685,-1947,W
1636117,111216,281,-134,290,7670,-10536,-435,W
1636199,111238,320,-615,-214,11709,-14102,-251,W
1636296,111246,625,-156,-79,7869,-12979,-1233,W
1636378,111220,202,-141,-170,7558,-13351,-1509,W
1636460,111235,-73,28,-41,8355,-13930,-1993,W
1636542,111161,-64,126,76,9116,-15647,-1784,W
1636639,111210,242,330,-168,11033,-17762,-973,W
1636721,111223,-282,-128,77,9693,-13132,-395,W
1636803,111221,-270,9,164,9651,-12403,743,W
1636885,111239,-90,19,42,10514,-13275,283,W
1636984,111231,49,82,14,8728,-13039,-481,W
1637066,111163,-8,21,47,7201,-12873,-1497,W
1637148,111176,22,-100,56,8144,-15232,-1311,W
1637245,111226,-8,-291,-32,10130,-16198,-846,W
1637327,111242,81,-225,-324,11361,-15442,-756,W
1637409,111272,-87,-183,351,8073,-11290,-1065,W
1637491,111267,233,-355,9,10588,-12807,-579,W
1637588,111225,403,-193,12,8215,-12611,-1190,W
1637670,111177,294,-49,-189,7371,-13207,-1435,W
1637752,111201,36,107,-134,7516,-13885,-2048,W
1637834,111257,-38,162,55,8778,-15231,-1556,W
1637933,111245,93,208,2,9998,-15455,-1672,W
1638015,111256,-62,-153,-54,10473,-14171,271,W
1638097,111263,70,203,14,8472,-12927,2228,W
1638194,111184,-329,113,-51,10981,-13338,1158,W
1638276,111215,-296,142,62,9299,-13047,-609,W
1638358,111244,-26,107,87,7837,-12869,-915,W
1638440,111284,9,-9,50,6988,-13343,-1456,W
1638537,111315,100,-238,-349,10335,-16104,-701,W
1638619,111321,-109,-503,-583,11932,-15089,-655,W
1638701,111174,87,-365,164,8613,-8636,-554,W
1638783,111229,620,-369,-168,11755,-11139,-1217,W
1638882,111266,369,-287,-118,10794,-12710,-1425,W
1638964,111246,392,-93,-31,8905,-12690,-1433,W
1639046,111288,221,-21,-68,9038,-13314,-1093,W
1639143,111342,46,283,93,8796,-14020,-955,W
1639225,111241,-93,277,30,10548,-15630,-463,W
1639307,111188,-262,188,115,12250,-15661,473,W
1639389,111266,-303,398,355,8335,-11493,1302,W
1639486,111292,-261,692,-198,11347,-12825,2822,W
1639568,111296,-713,654,-39,11120,-13044,2042,W
1639650,111303,-474,740,-10,9362,-11890,1376,W
1639732,111318,-391,461,-99,9681,-12309,321,W
1639814,111208,-124,237,6,10266,-13717,-1,W
1639911,111275,185,71,-223,10820,-15011,55,W
1639993,111280,-12,-229,-382,12254,-14173,213,W
1640075,111302,-378,98,414,7171,-9948,351,W
1640157,111338,-17,-108,-121,13036,-13317,2100,W
1640254,111298,151,126,106,11210,-12373,953,W
1640336,111236,-17,148,66,8868,-12230,589,W
1640418,111222,72,702,-38,10681,-14221,1059,W
1640500,111249,-293,1106,80,9504,-14151,1278,W
1640597,111255,-873,1021,62,10550,-14200,1885,W
1640679,111240,-932,850,-257,13964,-14015,2952,W
1640761,111265,-893,1110,10,7789,-10157,1319,W
1640843,111187,-624,1036,-233,9254,-11971,2061,W
1640940,111127,-364,986,-296,11419,-13422,3300,W
1641022,111206,-268,937,-203,10727,-13244,3852,W
1641104,111215,-474,742,-149,10804,-13312,3967,W
1641186,111229,-490,658,-131,10175,-13212,4423,W
1641285,111238,-679,503,-72,9950,-13771,4656,W
1641367,111198,-778,561,5,10080,-13795,4666,W
1641449,111117,-900,736,56,9689,-13402,4235,W
1641546,111214,-1119,897,-21,9013,-13013,3800,W
1641628,111217,-1213,746,-194,7725,-13019,3548,W
1641710,111219,-922,872,-178,7762,-12577,2311,W
1641792,111242,-1109,439,-50,11144,-14418,1453,W
1641889,111283,-794,286,240,10594,-13321,-1936,W
1641971,111250,-489,532,48,11835,-13277,-3047,W
1642053,111230,-644,511,90,10546,-12439,-1998,W
1642135,111267,-811,642,-12,9931,-12816,-2359,W
1642234,111265,-919,656,88,9879,-12615,-2565,W
1642316,111306,-485,631,38,9622,-12567,-3198,W
1642398,111326,-320,639,159,8533,-12822,-3611,W
1642495,111359,-165,752,116,7998,-13916,-3540,W
1642577,111250,-298,715,284,8876,-15405,-3150,W
1642659,111314,-73,683,-52,10291,-15989,-822,W
1642741,111308,-122,704,-130,12421,-15306,15,W
1642838,111294,-405,399,22,10708,-13256,909,W
1642920,111275,-374,362,117,8503,-12403,469,W
1643002,111267,-380,376,172,6589,-11944,212,W
1643084,111278,-336,186,49,8684,-13364,309,W
1643183,111175,-90,231,167,9081,-14140,-517,W
1643265,111213,-30,173,57,11581,-15848,-639,W
1643347,111260,260,272,-601,13626,-16003,1525,W
1643444,111268,45,214,-29,9648,-10533,-353,W
1643526,111260,36,9,129,11122,-11473,1459,W
1643608,111289,400,-96,0,10578,-11710,182,W
1643690,111208,549,83,-49,8100,-11732,-236,W
1643787,111218,115,-47,-115,8547,-13039,471,W
1643869,111248,-193,20,37,9709,-14539,1353,W
1643951,111208,-164,29,71,11585,-15219,2079,W
1644033,111230,-227,-200,-35,12172,-14078,3170,W
1644132,111235,-58,134,83,11045,-11949,3858,W
1644214,111233,-317,336,-81,11429,-11116,1796,W
1644296,111116,-309,466,-125,9751,-10495,1340,W
1644393,111201,-224,320,-223,8672,-12030,709,W
1644475,111208,79,309,-120,9323,-14826,1326,W
1644557,111244,59,-99,-133,12955,-16016,1359,W
1644639,111236,222,-241,-188,14344,-14673,2552,W
1644736,111282,-44,-115,521,11599,-10113,2296,W
1644818,111260,284,-90,321,10074,-9806,1558,W
1644900,111263,384,-42,97,8006,-10935,1620,W
1644982,111326,485,183,-221,8493,-12663,1377,W
1645064,111320,141,347,-75,9640,-14355,1177,W
1645161,111286,-101,214,9,11891,-16830,2831,W
1645243,111273,293,417,-142,13826,-17024,6157,W
1645325,111343,-447,254,321,9827,-11221,3868,W
1645407,111232,-242,122,74,10518,-11355,4194,W
1645504,111229,-266,229,139,8907,-10928,3844,W
1645586,111260,-131,110,-88,8714,-11725,3573,W
1645668,111298,-243,-48,-61,8096,-13393,2405,W
1645750,111298,-164,-148,19,10250,-15755,2687,W
1645847,111344,188,-176,-375,12745,-17615,4625,W
1645929,111246,33,-61,466,10090,-10959,899,W
1646011,111256,210,-336,465,9936,-11608,2577,W
1646093,111311,524,-259,279,8263,-11899,2032,W
1646190,111439,475,-90,-251,7074,-13131,2057,W
