time_ms,ir,ax,ay,az,gx,gy,gz,label
1204622,121250,-8,-6,-3,8383,-1039,-14257,S
1204704,121372,-1,-2,-3,8438,-1081,-14131,S
1204786,121223,-8,-3,0,8370,-1113,-14222,S
1204868,121357,19,1,7,8460,-1169,-14283,S
1204965,121558,5,3,9,8465,-1043,-14325,S
1205047,121752,9,4,-11,8499,-1035,-14174,S
1205129,121731,3,-2,8,8313,-1173,-14152,S
1205211,121639,-14,2,4,8436,-1179,-14104,S
1205308,121659,5,3,4,8517,-1116,-14218,S
1205390,121569,-13,-9,1,8437,-977,-14258,S
1205472,121253,3,6,-2,8319,-1069,-14246,S
1205554,121225,-5,-5,-2,8543,-1094,-14355,S
1205653,121259,-14,-10,3,8520,-1112,-14170,S
1205735,121416,0,-10,2,8480,-1171,-14301,S
1205817,121354,1,-3,1,8450,-1106,-14140,S
1205914,121290,-11,-8,-1,8487,-1083,-14301,S
1205996,121299,1,-10,-4,8280,-1123,-14121,S
1206078,121082,-6,-11,-1,8596,-906,-14132,S
1206160,121005,-6,-13,-3,8317,-1118,-14161,S
1206257,120964,-9,0,3,8284,-1287,-14263,S
1206339,120923,-8,-5,-5,8496,-1054,-14218,S
1206421,120878,-6,1,11,8497,-1214,-14264,S
1206503,120934,-11,-13,3,8614,-999,-14257,S
1206602,120975,1,-8,-5,8323,-1045,-14259,S
1206684,120932,-5,0,-12,8524,-968,-14334,S
1206766,120739,-13,-13,5,8449,-997,-14157,S
1206863,120776,-7,6,-4,8390,-1120,-14236,S
1206945,120812,-11,2,8,8406,-1089,-14142,S
1207027,120889,-11,-8,-4,8372,-1119,-14048,S
1207109,120962,8,-2,3,8271,-1131,-14273,S
1207206,121011,-9,-5,1,8528,-1079,-14304,S
1207288,121031,-3,-3,0,8397,-1006,-14185,S
1207370,120863,5,3,4,8423,-897,-14384,S
1207452,120599,10,-4,2,8547,-1229,-14091,S
1207551,120586,-8,-2,5,8472,-1146,-14285,S
1207633,120642,7,-8,2,8658,-1177,-14296,S
1207715,120668,-3,2,3,8457,-1168,-14218,S
1207812,120614,-15,-3,-2,8304,-1031,-14327,S
1207894,120690,-9,-3,6,8484,-1021,-14247,S
1207976,120719,4,-2,5,8452,-1083,-14353,S
1208058,120660,3,0,-1,8506,-1029,-14243,S
1208155,120359,9,-4,7,8569,-1147,-14263,S
1208237,120418,10,0,-1,8453,-1095,-14133,S
1208319,120502,-4,7,-5,8497,-1127,-14187,S
1208401,120533,14,0,1,8445,-1152,-14266,S
1208498,120577,11,-3,-1,8487,-1115,-14311,S
1208580,120690,16,1,7,8413,-1110,-14162,S
1208662,120754,1,-2,0,8374,-1068,-14162,S
1208744,120871,-15,1,-2,8475,-1096,-14187,S
1208826,120771,-6,-1,-3,8500,-884,-14327,S
1208923,120743,-5,-8,4,8478,-1080,-14186,S
1209005,120805,11,-4,13,8293,-1046,-14279,S
1209087,120908,-7,2,0,8511,-955,-14004,S
1209169,120915,-10,-2,2,8378,-876,-14397,S
1209266,120947,-18,2,2,8501,-1242,-14188,S
1209348,121119,-4,8,-5,8472,-1153,-14189,S
1209430,121182,1,-6,-5,8396,-1097,-14147,S
1209512,121039,1,-5,0,8575,-1142,-14155,S
1209609,120988,9,-10,-2,8477,-1096,-14316,S
1209691,121020,-15,-19,-3,8466,-1018,-14350,S
1209773,121043,-1,-6,6,8558,-1055,-14252,S
1209855,121060,2,-4,5,8473,-987,-14247,S
1209952,121014,-8,-4,-8,8546,-1160,-14129,S
1210034,121051,-2,-3,-1,8331,-1076,-14135,S
1210116,121056,-13,-11,-2,8434,-1110,-14315,S
1210198,120779,1,-7,9,8410,-1083,-14194,S
1210297,120798,-1,1,1,8595,-1214,-14206,S
1210379,120835,-2,-5,-1,8617,-1010,-14233,S
1210461,120862,-6,-8,0,8382,-1061,-14257,S
1210558,120842,0,1,1,8469,-1155,-14197,S
1210640,120818,-11,-11,14,8466,-1024,-14214,S
1210722,120815,-2,4,4,8513,-1053,-14167,S
1210804,120864,-13,-3,-1,8488,-1201,-14093,S
1210901,120619,-9,-2,-4,8474,-1094,-14245,S
1210983,120675,-2,-5,6,8421,-1082,-14159,S
1211065,120703,-1,-1,1,8423,-1122,-14217,S
1211147,120818,-3,-2,-4,8354,-1086,-14187,S
1211246,120817,-6,-2,-7,8412,-1021,-14276,S
1211328,120863,-9,-8,4,8441,-1124,-14256,S
1211410,120941,-11,2,-9,8488,-1105,-14201,S
1211507,120980,-5,-1,0,8350,-1036,-14131,S
1211589,120753,6,-1,0,8532,-918,-14196,S
1211671,120712,2,-7,-3,8356,-1025,-14085,S
1211753,120802,-9,1,5,8519,-944,-14334,S
1211850,120870,-4,2,-7,8465,-1170,-14310,S
1211932,120877,-6,0,3,8371,-1003,-14189,S
1212014,120878,-4,2,9,8468,-1090,-14290,S
1212096,120977,0,1,-3,8357,-1118,-14189,S
1212195,120968,0,-8,4,8473,-1171,-14151,S
1212277,120953,2,-15,-6,8390,-1129,-14354,S
1212359,120780,9,-15,2,8353,-1120,-14322,S
1212456,120844,-10,2,0,8438,-1016,-14150,S
1212538,120817,-3,-10,0,8417,-995,-14298,S
1212620,120898,4,0,-1,8348,-936,-14205,S
1212702,120935,4,-1,3,8504,-1061,-14298,S
1212799,121086,-7,-2,-1,8429,-1225,-14193,S
1212881,121119,-4,-2,-6,8513,-935,-13978,S
1212963,121223,-4,-8,-8,8563,-1160,-14265,S
1213045,121123,-3,-5,5,8457,-910,-14162,S
1213144,121035,1,-7,11,8379,-1152,-14130,S
1213226,121135,0,1,11,8549,-1053,-14166,S
1213308,121178,-5,7,8,8456,-1068,-14192,S
1213405,121259,1,2,2,8483,-1025,-14208,S
1213487,121189,19,5,-7,8525,-1066,-14349,S
1213569,121154,6,2,0,8472,-1027,-14115,S
1213651,121097,7,-1,3,8417,-1072,-13979,S
1213748,120839,7,-1,8,8513,-1080,-14047,S
1213830,120671,-10,-7,-1,8515,-970,-14321,S
1213912,120730,3,2,0,8585,-1108,-14194,S
1213994,120768,5,-8,-3,8587,-1149,-14168,S
1214093,120743,0,-4,0,8406,-1110,-14122,S
1214175,120852,-3,-7,1,8476,-987,-14108,S
1214257,120881,-12,-7,8,8382,-837,-14254,S
1214354,120995,-6,-13,-5,8510,-873,-14183,S
1214436,120797,4,-2,-5,8532,-1047,-14213,S
1214518,120742,-8,-1,0,8560,-1093,-14261,S
1214600,120794,-5,-6,13,8580,-1022,-14303,S
1214697,120851,-6,-7,6,8461,-961,-14100,S
1214779,120831,9,-2,-8,8319,-1046,-14397,S
1214861,120847,1,-2,1,8388,-1041,-14226,S
1214943,120876,-1,-7,-1,8393,-961,-14178,S
1215042,120856,-11,-6,0,8366,-1141,-14263,S
1215124,120673,-5,-4,4,8460,-990,-14342,S
1215206,120624,-15,-5,-4,8594,-1163,-14219,S
1215303,120675,-2,-4,7,8429,-944,-14225,S
1215385,120682,5,-2,-5,8270,-942,-14252,S
1215467,120677,-3,1,-7,8403,-1001,-14164,S
1215549,120713,-10,6,-6,8470,-1111,-14303,S
1215646,120701,-6,5,2,8586,-1031,-14439,S
1215728,120756,-2,-9,3,8477,-1111,-14139,S
1215810,120712,5,-1,0,8455,-981,-14257,S
1215892,120539,10,-2,11,8501,-984,-14260,S
1215991,120603,1,-1,-6,8583,-1019,-14089,S
1216073,120686,-12,-5,-1,8422,-996,-14251,S
1216155,120782,-8,2,-1,8598,-1059,-14067,S
1216252,120904,-4,-1,9,8421,-1018,-14142,S
1216334,120982,3,4,-3,8331,-1112,-14215,S
1216416,121069,-8,-2,6,8527,-1090,-14197,S
1216498,121192,-12,3,7,8529,-1051,-14170,S
1216595,121004,0,-7,11,8594,-1031,-14277,S
1216677,121051,-4,-2,4,8481,-1220,-14132,S
1216759,121148,-14,-2,-7,8509,-1108,-14221,S
1216841,121237,5,-4,4,8528,-976,-14123,S
1216940,121283,1,-2,5,8645,-934,-14179,S
1217022,121374,-2,-4,6,8637,-1060,-14162,S
1217104,121378,-14,-2,-9,8348,-949,-14150,S
1217201,121270,-6,-7,-5,8607,-973,-14292,S
1217283,121043,6,-10,7,8410,-1176,-14219,S
1217365,121097,-6,-1,-1,8420,-1131,-14154,S
1217447,121126,-7,-2,2,8442,-1054,-14298,S
1217544,121149,-3,-1,8,8471,-982,-14255,S
1217626,121112,5,3,4,8425,-1044,-14165,S
1217708,121128,5,12,3,8538,-1067,-14110,S
1217790,121168,2,-9,4,8340,-1165,-14213,S
1217889,121027,-2,-9,3,8387,-1067,-14160,S
1217971,120907,-1,-5,4,8472,-1106,-14203,S
1218053,120951,0,2,-3,8342,-985,-14392,S
1218150,121091,3,0,0,8407,-977,-14114,S
1218232,121041,-5,1,7,8444,-1137,-14237,S
1218314,121041,-8,-4,-6,8485,-1037,-14186,S
1218396,121072,-9,-4,1,8508,-935,-14210,S
1218493,121165,-2,-7,-5,8426,-1101,-14246,S
1218575,121015,9,-2,-3,8582,-923,-14313,S
1218657,120865,8,-7,6,8457,-1081,-14138,S
1218739,121029,-7,2,1,8480,-1074,-14119,S
1218838,121066,-13,-13,7,8567,-941,-14158,S
1218920,121182,-11,6,-3,8448,-1087,-14198,S
1219002,121152,4,-4,1,8527,-1192,-14198,S
1219099,121291,-12,4,1,8500,-1015,-14305,S
1219181,121448,-3,-1,11,8486,-1171,-14311,S
1219263,121442,1,-7,0,8477,-1095,-14164,S
1219345,121284,1,7,2,8366,-1012,-14238,S
1219442,121404,2,4,6,8545,-1010,-14225,S
1219524,121474,9,5,-8,8413,-963,-14262,S
1219606,121584,-6,1,2,8481,-1023,-14006,S
1219688,121602,3,4,0,8459,-1099,-14162,S
1219787,121616,-1,5,1,8601,-1065,-14094,S
1219869,121676,-9,-2,0,8516,-1054,-14189,S
1219951,121524,-4,-4,-2,8480,-1148,-14170,S
1220048,121300,2,-1,-2,8552,-1029,-14242,S
1220130,121290,1,-5,-14,8432,-1022,-14162,S
1220212,121328,0,0,-5,8493,-1025,-14096,S
1220294,121279,-4,2,1,8393,-984,-14167,S
1220391,121288,-7,-4,2,8477,-1070,-14406,S
1220473,121307,0,-1,3,8529,-1046,-14209,S
1220555,121284,-6,-6,-9,8505,-966,-14156,S
1220637,121130,-1,-6,7,8490,-1058,-14073,S
1220736,121006,20,-2,-4,8395,-1019,-14240,S
1220818,121055,-5,-4,-1,8493,-1041,-14333,S
1220900,121134,-1,-1,-5,8387,-969,-14233,S
1220997,121153,5,1,8,8439,-1083,-14336,S
1221079,121176,-14,-10,-1,8508,-1072,-14181,S
1221161,121261,0,-16,0,8456,-1044,-14180,S
1221243,121278,-1,1,-2,8455,-1099,-14193,S
1221340,121085,5,-1,-3,8584,-1112,-14157,S
1221422,121104,2,-2,0,8413,-946,-14142,S
1221504,121118,10,2,4,8520,-926,-14177,S
1221586,121133,0,-12,8,8362,-1035,-14157,S
1221685,121101,7,-4,4,8489,-1128,-14167,S
1221767,121090,3,5,3,8482,-1087,-14226,S
1221849,121242,-16,0,-1,8530,-1080,-14096,S
1221946,121350,3,1,-8,8527,-1006,-14228,S
