time_ms,ir,ax,ay,az,gx,gy,gz,label
24158,118389,7,5,3,8441,-12834,-6123,R
24240,118363,18,-7,-4,8500,-13125,-6143,R
24322,118383,4,-2,2,8605,-13011,-6189,R
24404,118453,27,7,1,8440,-13165,-6077,R
24501,118351,-15,8,11,8340,-12796,-6013,R
24583,118326,-47,9,0,8385,-13061,-5946,R
24665,118257,-45,-18,-8,8401,-13195,-6515,R
24747,118206,-29,5,-5,8470,-12958,-5956,R
24829,118006,-16,-7,0,8155,-13221,-6158,R
24926,117981,0,-15,5,8497,-13160,-5854,R
25008,117945,10,-2,1,8399,-13109,-5988,R
25090,117955,13,1,-7,8371,-13183,-6101,R
25172,117946,52,0,3,8591,-12962,-5897,R
25269,117984,-2,-11,15,8331,-12879,-5866,R
25351,118039,-7,-14,3,8441,-12868,-6216,R
25433,118024,16,-29,13,8582,-12750,-6198,R
25515,118023,-41,5,-8,8562,-13330,-6330,R
25612,118106,9,2,-11,8547,-13342,-6055,R
25694,118161,32,-12,-19,8543,-13322,-6101,R
25776,118119,48,-1,-22,8429,-12909,-6151,R
25858,117822,18,-4,3,8509,-13370,-6172,R
25955,117855,-16,4,-6,8526,-12792,-6012,R
26037,117877,-10,-1,-4,8703,-13048,-6033,R
26119,117840,-22,5,6,8631,-13130,-5866,R
26201,117798,-25,-21,-18,8545,-12787,-6087,R
26283,117881,-58,6,7,8435,-13206,-6018,R
26380,117951,14,-1,1,8506,-13135,-5927,R
26462,117961,13,-11,8,8583,-12995,-5853,R
26544,118061,37,-15,7,8672,-13125,-6129,R
26626,117995,10,2,4,8621,-12933,-5998,R
26723,118019,-8,2,10,8527,-13108,-5870,R
26805,117666,-43,11,-15,8351,-13336,-6213,R
26887,117711,-46,-13,10,8272,-13170,-5963,R
26969,117834,-36,-15,-1,8239,-12915,-6081,R
27066,117982,-40,-20,-5,8551,-13255,-6338,R
27148,117922,17,-11,-1,8508,-13288,-6016,R
27230,117848,4,0,8,8625,-13004,-6060,R
27312,118001,14,-1,1,8464,-13265,-5983,R
27411,118042,26,-9,7,8404,-12969,-5905,R
27493,117899,-3,-5,5,8479,-12797,-6119,R
27575,117981,-8,1,11,8522,-13046,-5938,R
27672,118061,0,-12,-3,8555,-13084,-5926,R
27754,117867,-13,9,-5,8476,-13100,-6030,R
27836,117659,-20,-11,-6,8417,-13335,-6028,R
27918,117736,-7,-12,-16,8509,-13248,-6115,R
28015,117830,13,-17,6,8334,-13175,-5867,R
28097,117810,4,2,-5,8461,-12981,-6213,R
28179,117821,32,-6,2,8559,-12948,-5863,R
28260,117810,-24,1,-11,8456,-13147,-6167,R
28342,117828,-5,-5,-6,8395,-13143,-6070,R
28441,117863,83,-8,16,8527,-12950,-5974,R
28523,117870,18,9,26,8577,-12933,-5771,R
28605,117906,40,7,-15,8479,-13014,-6275,R
28702,118033,0,-17,-3,8232,-12753,-5995,R
28784,117854,-23,-1,-3,8584,-12550,-6076,R
28866,117724,54,-12,12,8551,-12976,-6054,R
28948,117825,16,2,-1,8531,-13024,-5898,R
29045,117834,-14,-2,-7,8586,-12879,-6134,R
29127,117760,54,-21,0,8490,-13010,-6314,R
29209,117624,-11,-12,9,8550,-12921,-5770,R
29291,117815,0,3,-5,8633,-13118,-6052,R
29373,117784,-24,-13,-4,8504,-13262,-5845,R
29470,117751,13,-4,-1,8437,-12940,-5879,R
29552,117737,3,8,-5,8598,-13248,-5972,R
29634,117799,20,-5,16,8508,-13313,-5947,R
29716,117746,14,-24,6,8651,-13061,-5936,R
29813,117487,-14,-9,1,8605,-12876,-6043,R
29895,117404,44,-13,6,8528,-12878,-6145,R
29977,117319,3,0,-11,8685,-12848,-6122,R
30059,117358,44,3,1,8337,-13073,-6031,R
30156,117453,-4,-12,-1,8561,-13043,-5878,R
30238,117411,-9,-8,2,8629,-12924,-6085,R
30320,117436,2,5,-8,8548,-13222,-6093,R
30402,117523,1,14,-7,8321,-12742,-5990,R
30501,117567,-29,-3,-5,8375,-13045,-5994,R
30583,117652,-24,-3,1,8520,-13288,-6093,R
30665,117753,-23,-7,-5,8364,-13183,-6103,R
30762,117775,-23,-1,-3,8509,-13097,-6151,R
30844,117580,18,-4,-11,8608,-13141,-6071,R
30926,117343,25,-21,-15,8506,-13214,-5939,R
31008,117458,35,1,-15,8625,-12999,-6174,R
31105,117290,35,4,22,8547,-12983,-5885,R
31187,117131,-1,-11,-2,8593,-13120,-6042,R
31269,116979,-31,-14,0,8387,-12850,-6186,R
31351,117031,-29,-3,2,8540,-13113,-5974,R
31433,117095,-72,9,-13,8561,-13192,-5979,R
31530,117062,10,-9,-8,8425,-13351,-5751,R
31612,117470,-10,-21,19,8506,-12805,-5877,R
31694,117208,11,-4,-1,8579,-13151,-6170,R
31776,117151,26,-3,8,8689,-13091,-6005,R
31873,116926,9,-12,15,8564,-13004,-5971,R
31955,117080,9,-3,0,8657,-13023,-5970,R
32037,117223,31,0,-1,8489,-12634,-5915,R
32119,117291,57,-13,2,8558,-12772,-5983,R
32216,117401,-5,4,-6,8516,-12795,-5909,R
32298,117385,-44,1,-13,8639,-13302,-5818,R
32380,117479,-45,-8,-3,8466,-13151,-5885,R
32462,117613,-25,11,-2,8456,-13149,-6142,R
32561,117603,8,-16,-2,8471,-13325,-5842,R
32643,117637,-17,5,9,8495,-13188,-5812,R
32725,117614,-40,-4,-8,8549,-13213,-6002,R
32822,117465,9,6,0,8659,-13248,-5982,R
32904,117292,14,-3,4,8716,-13050,-5446,R
32986,117333,44,-3,5,8456,-13200,-6056,R
33068,117312,20,-7,1,8583,-12918,-5743,R
33167,117348,3,3,2,8701,-13172,-5858,R
33248,117425,-1,-16,6,8538,-13313,-5845,R
33330,117370,-13,-1,12,8484,-12998,-5883,R
33412,117239,9,-17,3,8413,-13284,-5787,R
33509,117000,-15,-9,-7,8467,-13199,-5843,R
33591,117140,10,-3,2,8594,-13013,-5849,R
33673,117149,-1,-3,7,8257,-13249,-5944,R
33755,117364,36,8,9,8444,-12992,-5790,R
33836,117060,21,9,1,8601,-12918,-5979,R
33933,116988,14,-15,10,8673,-13031,-5961,R
34015,117023,17,-17,26,8351,-12976,-5741,R
34097,117024,-50,-1,4,8378,-13260,-5962,R
34179,117018,-26,11,-20,8434,-13302,-5954,R
34276,116987,-17,-11,7,8347,-13317,-5592,R
34358,117057,-32,-9,-4,8350,-13370,-5641,R
34440,117046,16,-8,-7,8512,-13679,-5698,R
34522,117075,30,-4,-3,8571,-13258,-5632,R
34621,117069,10,-4,6,8447,-12980,-5858,R
34703,116787,-15,-2,7,8479,-13132,-5903,R
34785,116851,3,-6,8,8355,-12909,-5833,R
34882,116981,-29,15,4,8281,-12965,-5987,R
34964,116932,-35,3,-3,8344,-13092,-6144,R
35046,116944,-30,-3,6,8419,-13288,-5748,R
35128,116979,-35,6,-5,8289,-13507,-5815,R
35227,117057,-5,8,17,8471,-13345,-5821,R
35309,117124,41,-3,16,8368,-13199,-5834,R
35391,117069,5,-3,-13,8493,-13159,-5762,R
35488,117109,20,-14,6,8533,-13004,-5881,R
35570,117020,55,-4,10,8547,-12899,-6052,R
35652,116755,10,-9,8,8567,-13102,-5987,R
35734,116866,-22,-9,2,8591,-13414,-5863,R
35831,116954,14,-9,8,8433,-12996,-5685,R
35913,117017,-51,-4,7,8504,-13244,-6023,R
35995,117013,-8,1,0,8449,-13275,-5801,R
36077,117058,-30,-2,-10,8334,-13238,-5942,R
36159,117036,-16,1,-20,8600,-13281,-5973,R
