time_ms,ir,ax,ay,az,gx,gy,gz,label
48856,110410,49,3,3,1410,-16397,2157,S
48938,110647,-57,-9,-9,1585,-16319,1973,S
49020,110850,69,6,14,1392,-16379,1893,S
49102,110852,-85,13,-6,1124,-16447,1934,S
49199,109682,80,-6,-4,1488,-16533,1801,S
49281,109384,71,-3,8,1612,-16481,2513,S
49363,109465,63,22,6,1329,-16592,2010,S
49445,109601,12,13,4,1299,-16296,2436,S
49542,109636,-20,-10,-4,1375,-16344,2048,S
49624,109907,-9,-22,-16,1468,-16461,1949,S
49706,110074,7,15,27,1430,-15913,2016,S
49788,110253,-167,-2,-12,1190,-16495,2141,S
49887,109966,30,-6,6,1401,-16542,1786,S
49969,109128,-5,-12,3,1377,-16530,2019,S
50051,109132,-1,-12,-9,1519,-16467,1759,S
50148,110307,-4,-9,-44,1318,-16301,1790,S
50230,112308,-66,1,-13,1398,-16553,1884,S
50312,113152,33,6,14,1421,-16404,1952,S
50394,114056,15,19,13,1317,-16380,1858,S
50493,114413,88,30,14,1476,-16534,1830,S
50575,114890,93,32,32,1458,-16606,2213,S
50657,114212,63,15,13,1228,-16610,2172,S
50754,110968,-5,-2,7,1378,-16424,2198,S
50836,110551,4,8,2,1299,-16451,2170,S
50918,110544,-3,2,-6,1236,-16369,2365,S
51000,110670,19,-12,9,1289,-16579,2198,S
51097,111313,1,6,7,1092,-16389,2323,S
51179,111490,14,14,9,1347,-16409,2270,S
51261,111548,-3,4,15,1252,-16612,2149,S
51343,111758,38,2,19,1403,-16078,2285,S
51442,111641,12,4,11,1216,-16538,2197,S
51524,110681,14,-10,0,1313,-16384,2649,S
51606,110527,-2,-11,-5,1405,-16258,2482,S
51703,110715,-22,-15,-5,1327,-16507,2180,S
51785,110788,2,12,12,1279,-16428,2404,S
51867,110790,-11,-4,-6,1250,-16281,2399,S
51949,110875,11,7,10,1112,-16407,2510,S
52048,110979,68,19,5,1357,-16211,2518,S
52130,111106,14,13,22,969,-16459,2471,S
52212,111276,-32,-29,-20,1413,-16367,2530,S
52309,110265,-17,-3,-1,1066,-16306,2779,S
52391,109922,23,-8,4,1289,-16229,2532,S
52473,109893,-5,-5,4,1321,-16504,2660,S
52555,110119,1,-5,2,1222,-16429,2536,S
52652,110175,-16,-3,-2,1315,-16391,2524,S
52734,110380,19,2,1,1343,-16298,2607,S
52816,110590,1,-2,-6,1123,-16469,2568,S
52898,110788,-18,-3,0,1149,-16270,2638,S
52997,111001,-8,-5,-3,1196,-16330,2451,S
53079,111233,-15,-19,-7,1276,-16394,2579,S
53161,110391,12,8,5,1342,-16262,2431,S
53258,109994,60,12,1,1220,-16366,2338,S
53340,110016,42,5,13,1117,-16328,2774,S
53422,110163,-11,-10,-7,1209,-16261,2536,S
53504,110181,17,6,1,1226,-16385,2594,S
53603,110211,19,-12,7,1236,-16353,2727,S
53685,110407,-70,-11,-9,1148,-16348,2688,S
53767,110557,-157,-24,19,1053,-16508,2623,S
53864,110875,-478,-6,-61,1303,-16503,1985,S
53946,111697,-242,-23,-44,1442,-16674,1275,S
54028,111480,74,17,55,1766,-16217,780,S
54110,110670,103,-41,-10,1416,-15971,1713,S
54207,110612,3,-17,-5,1299,-16340,1396,S
54289,110571,31,14,11,1188,-16462,1593,S
54371,110377,29,1,8,1308,-16457,1758,S
54453,110406,12,0,12,1258,-16476,1725,S
54552,110669,17,-13,-9,1251,-16574,1646,S
54634,112825,-122,-16,-40,1370,-16459,1530,S
54716,114700,-472,-54,-126,1305,-16261,1266,S
54813,115830,-286,10,-66,1717,-16477,560,S
54895,115843,-32,26,-1,1554,-16421,631,S
54977,115143,-186,0,9,1716,-16650,43,S
55059,115097,37,51,15,1556,-16771,338,S
55158,115019,34,-22,-3,1366,-16818,213,S
55240,115214,283,25,55,1613,-16654,446,S
55322,115438,319,27,41,1450,-16365,1190,S
55419,115682,97,12,33,1476,-16357,1495,S
55501,115815,54,12,7,1389,-16361,1540,S
55583,115894,5,1,7,1477,-16379,1485,S
55665,115936,15,-4,3,1450,-16590,1344,S
55762,114563,55,-7,11,1528,-16500,1549,S
55844,113439,82,5,18,1280,-16409,1751,S
55926,113472,16,3,12,1449,-16453,1774,S
56008,113997,32,-4,4,1419,-16349,1707,S
56107,114153,49,-8,11,1530,-16618,1842,S
56189,114015,88,6,17,1243,-16268,2029,S
56271,113577,4,-6,4,1430,-16278,2027,S
56368,113219,-15,-17,16,1278,-16523,2027,S
56450,113198,-2,0,8,1287,-16501,1773,S
56532,113404,-1,-3,9,1441,-16422,2033,S
56614,113064,8,-1,3,1449,-16521,1888,S
56713,111727,-2,0,5,1382,-16246,2092,S
56795,111520,-22,8,7,1448,-16536,1816,S
56877,111675,-43,1,-1,1218,-16486,2001,S
56974,111784,-13,-3,5,1421,-16529,1885,S
57056,111889,-12,-1,5,1366,-16411,1842,S
57138,112156,-11,2,4,1378,-16523,1888,S
57220,112421,-18,3,3,1330,-16520,1909,S
57317,112785,3,-3,-8,1463,-16575,1892,S
57399,113006,2,1,3,1310,-16479,1922,S
57481,113155,6,-3,2,1295,-16499,1985,S
57563,111777,-20,-3,-4,1315,-16426,1971,S
57662,111328,-15,-8,-7,1393,-16417,2033,S
57744,111410,5,-9,-6,1453,-16534,1925,S
57826,111576,-10,3,1,1284,-16449,1838,S
57923,111607,2,-10,4,1347,-16540,1802,S
58005,111845,0,-8,0,1248,-16451,1963,S
58087,112119,4,3,-2,1322,-16392,1904,S
58169,112407,-3,-5,6,1346,-16408,2019,S
58266,112759,14,-1,1,1327,-16513,2041,S
58348,113146,-7,-10,-2,1301,-16570,1959,S
58430,112465,15,-1,-3,1230,-16427,2007,S
58512,111615,-2,-3,4,1460,-16388,2042,S
58594,111544,10,-1,6,1330,-16610,1896,S
58691,111722,-9,-4,2,1295,-16398,1982,S
58773,111578,-10,-8,8,1310,-16440,1962,S
58855,111544,-15,7,3,1218,-16455,2018,S
58937,111684,14,-3,9,1293,-16519,1981,S
59034,111768,-2,-3,4,1257,-16544,1966,S
59116,111843,-9,-3,-1,1228,-16213,2054,S
59198,111945,-21,2,0,1219,-16466,2202,S
59280,111877,10,-5,10,1276,-16460,1994,S
59377,110734,-11,8,8,1352,-16501,1895,S
59459,110523,-8,26,10,1189,-16453,1853,S
59541,110691,9,6,10,1385,-16411,1794,S
59623,110826,-7,-21,9,1125,-16426,2209,S
59720,110924,61,5,22,1134,-16422,2279,S
59802,111112,-98,1,-11,1218,-16144,2150,S
59884,111435,-175,-19,-32,1193,-16086,2005,S
59966,111964,-317,-35,-51,1393,-16571,1408,S
60065,112489,116,18,11,1763,-16714,1052,S
60147,112808,65,30,-2,1327,-16380,1435,S
60229,112111,2,14,-23,888,-16568,1494,S
60326,111092,52,3,-92,1791,-17228,1562,S
60408,111046,46,-27,-59,1770,-16783,2019,S
60490,111415,168,-91,-57,2518,-17613,1479,S
60572,111748,94,-230,-1,2947,-16324,1509,S
60669,111935,180,-304,35,1262,-16596,2466,S
60751,112058,-172,-397,-112,1591,-15969,1499,S
60833,112061,-32,-360,41,1734,-16478,197,S
60915,112254,113,-50,33,782,-15888,2100,S
60997,112321,-239,40,-33,2245,-16598,661,S
61094,112042,101,153,150,-605,-15072,2793,S
61176,110725,-67,-197,217,3726,-16684,1150,S
61258,110777,269,-12,158,2075,-15556,2941,S
61340,111503,310,-18,42,1088,-16121,2879,S
61437,111801,128,44,32,1374,-16116,3177,S
61519,111804,38,52,-3,1076,-16271,2429,S
61601,112009,95,2,-13,1405,-16145,3305,S
61683,112265,6,50,-19,1477,-16080,3279,S
61780,112555,9,73,-10,796,-16367,3021,S
61862,112694,-214,-8,-57,917,-16455,2779,S
61944,112871,69,33,18,1903,-16433,3043,S
62026,111803,13,21,-73,1589,-16912,2672,S
62123,111013,-100,75,-210,1452,-15916,3990,S
62205,111159,-90,91,-114,2230,-15549,3510,S
62287,111665,-50,37,-65,1527,-16058,2274,S
62369,111632,-54,0,-6,1850,-16092,2931,S
62468,112078,23,25,29,1454,-16686,2370,S
62550,112542,13,63,-47,1075,-16038,2798,S
62632,112788,-338,-36,-95,1194,-16445,1991,S
62729,113145,-263,-129,15,1698,-17315,1056,S
62811,113549,207,-154,168,2699,-16278,2510,S
62893,113231,289,-74,102,2193,-15900,3241,S
62975,112561,-333,-193,39,1224,-17259,1432,S
63072,112708,286,-45,121,2484,-16075,2344,S
63154,113014,-74,6,-10,1540,-16300,2548,S
