time_ms,ir,ax,ay,az,gx,gy,gz,label
170807,124737,-15,0,-4,10158,8492,-9678,S
170906,124781,-5,-15,0,9998,8327,-9859,S
170988,124803,-5,-11,-5,10105,8380,-9831,S
171070,124761,4,-25,-13,10010,8531,-9624,S
171167,124730,5,-6,-9,9972,8478,-9774,S
171249,124702,6,-14,-9,9915,8387,-9809,S
171331,124693,14,-14,-2,10023,8500,-9806,S
171413,124718,26,6,5,10094,7798,-9533,S
171510,124752,-4,-9,-10,9838,8629,-9954,S
171592,124775,8,-14,-11,10034,8651,-9741,S
171674,124757,-7,-33,-10,10015,8315,-9974,S
171756,124734,5,-47,-19,9680,8678,-10130,S
171853,124642,4,-20,-1,9865,8587,-10037,S
171935,124705,-8,-8,-5,9915,8505,-10090,S
172017,124673,9,-17,-7,9806,8471,-10026,S
172099,124665,16,-9,-7,9900,8482,-9859,S
172198,124658,5,-16,-2,9834,8563,-10068,S
172280,124663,-5,2,1,9846,8548,-10014,S
172362,124654,8,-4,21,9753,8544,-10090,S
172459,124657,-7,10,-6,9872,8464,-10080,S
172541,124644,4,1,12,9793,8507,-9812,S
172623,124644,-6,-4,8,9858,8439,-10029,S
172705,124663,-3,9,0,9986,8458,-10018,S
172802,124707,-10,2,0,9776,8427,-9951,S
172884,124658,0,2,17,9766,8421,-9882,S
172966,124682,-8,0,7,9888,8407,-10088,S
173048,124666,-13,4,10,9993,8553,-9878,S
173147,124665,16,2,20,9957,8288,-9780,S
173229,124696,-3,1,-1,10024,8629,-9934,S
173311,124615,-15,12,13,9979,8563,-9813,S
173408,124604,-4,13,10,10093,8543,-9980,S
173490,124561,-43,9,37,10885,7919,-8120,S
173572,124569,-7,10,8,10206,8449,-9830,S
173654,124595,3,-1,6,10065,8388,-9802,S
173751,124575,-25,6,9,9960,8341,-9729,S
173833,124601,10,4,9,10088,8333,-9792,S
173915,124613,-11,6,1,10100,8390,-9840,S
173997,124637,-5,-10,-4,10171,8496,-9589,S
174094,124675,-1,-5,1,10109,8475,-9815,S
174176,124708,-9,-15,-5,10131,8474,-9888,S
174258,124710,-19,-3,-1,10147,8489,-9733,S
174340,124740,-4,8,-5,10023,8396,-9801,S
174439,124763,14,-22,0,10119,8531,-9686,S
174521,124795,5,-7,-6,9935,8468,-9730,S
174603,124805,-6,-18,-14,10136,8473,-9932,S
174700,124740,-8,-16,-7,10089,8475,-9763,S
174782,124691,6,-12,-1,10053,8456,-9834,S
174864,124709,3,-9,-12,9986,8534,-9791,S
174946,124705,-9,-4,-4,10037,8376,-9855,S
175043,124704,12,-18,-12,9977,8428,-9967,S
175125,124713,15,-38,-3,9973,8488,-9819,S
175207,124730,-15,-2,0,9880,8701,-9898,S
175289,124785,-16,-3,11,10083,8358,-9851,S
175386,124762,-1,-11,-5,10143,8319,-9885,S
175468,124783,-1,-8,0,10030,8495,-9803,S
175550,124790,-6,-6,2,10088,8618,-10020,S
175632,124804,-12,0,-2,9960,8419,-10039,S
175731,124782,-14,6,2,9919,8429,-9897,S
175813,124792,-6,-2,7,10052,8497,-9842,S
