time_ms,ir,ax,ay,az,gx,gy,gz,label
607883,117142,-46,0,6,-9057,-5504,-12780,W
607965,117467,-4,-7,9,-9141,-5638,-12924,W
608047,117520,-73,9,33,-8955,-5325,-13037,W
608129,117152,-25,-3,54,-9018,-5342,-12476,W
608226,117522,-6,-15,10,-9068,-5534,-12746,W
608308,117528,-2,14,18,-8989,-5474,-12619,W
608390,117397,-10,4,15,-9286,-5400,-12683,W
608472,117409,11,-9,13,-9109,-5411,-12674,W
608569,117495,-10,14,48,-9063,-5436,-12876,W
608651,118059,-256,78,148,-8932,-5256,-12970,W
608733,119400,-143,92,80,-9000,-4758,-13054,W
608815,120591,-137,152,151,-9171,-3995,-13454,W
608914,121065,-55,70,181,-9679,-4142,-13623,W
608996,121130,9,145,249,-9090,-3728,-13557,W
609078,121241,277,308,292,-8420,-3692,-12815,W
609175,120841,451,313,354,-7920,-3387,-13129,W
609257,120740,354,101,381,-7846,-4353,-13428,W
609339,120772,299,63,308,-8077,-4532,-14101,W
609421,120652,358,85,282,-7852,-4127,-13947,W
609518,120637,333,98,255,-7603,-4485,-14443,W
609600,120766,291,65,239,-7333,-4875,-14126,W
609682,120847,271,70,225,-7245,-5555,-13709,W
609764,120995,240,71,129,-7633,-6074,-13958,W
609846,120901,223,181,35,-7810,-4998,-12967,W
609943,121482,224,219,132,-8910,-6725,-13585,W
610025,121557,316,218,197,-7393,-6810,-12448,W
610107,121576,324,17,398,-6454,-7330,-12163,W
610189,121772,94,-168,333,-5727,-7213,-12388,W
610286,121642,-18,-17,300,-8496,-7706,-14321,W
610368,121746,209,261,313,-8074,-6943,-13576,W
610450,121960,319,475,509,-7287,-5947,-12912,W
610532,121855,484,257,995,-10256,-8627,-15193,W
610629,121757,399,569,208,-5469,-4066,-12878,W
610711,121944,297,262,375,-7283,-5080,-13573,W
610793,121856,120,211,104,-5843,-4837,-12998,W
610875,122038,133,32,182,-5886,-4669,-13060,W
610972,122059,213,-149,170,-5737,-5422,-13365,W
