time_ms,ir,ax,ay,az,gx,gy,gz,label
2912542,125845,-15,-3,8,-6120,-10214,-11416,R
2912624,125929,-1,1,3,-6098,-10160,-11487,R
2912721,126030,-3,-5,8,-6261,-10192,-11563,R
2912803,126130,3,-16,9,-6242,-10248,-11561,R
2912885,126225,-22,8,2,-5998,-10240,-11437,R
2912967,125907,-6,-1,5,-6163,-10087,-11414,R
2913064,125754,9,-20,6,-6264,-10273,-11503,R
2913146,125967,-20,20,10,-6202,-10006,-11583,R
2913228,126065,-3,22,-12,-6203,-10240,-11594,R
2913310,126019,27,-17,-4,-6074,-10421,-11333,R
2913407,126099,16,-8,1,-6065,-10262,-11441,R
2913489,126258,40,-15,7,-6287,-10248,-11636,R
2913571,126323,-17,7,-2,-6201,-9845,-11405,R
2913653,126213,-35,41,-7,-6042,-10431,-11397,R
2913752,125699,-4,-2,-5,-6069,-10171,-11617,R
2913834,125834,15,-26,5,-6183,-10163,-11483,R
2913916,126012,-5,14,-9,-6145,-10144,-11444,R
2914013,125965,-36,43,-14,-5969,-10283,-11716,R
2914095,125997,4,3,-2,-5919,-10189,-11823,R
2914177,126104,24,-5,-16,-5947,-10285,-11701,R
2914259,126151,-6,36,-25,-5886,-10247,-11552,R
2914356,126150,36,-7,-12,-5969,-10228,-11555,R
2914438,125665,14,0,-12,-5944,-10215,-11287,R
2914520,125682,-36,5,-7,-5876,-10471,-11542,R
2914602,125863,9,2,-8,-5901,-10343,-11514,R
2914701,125886,-23,76,-47,-5888,-10363,-11369,R
2914783,125894,-10,61,-35,-5685,-10441,-11875,R
2914865,126035,73,-64,-5,-5806,-10521,-11752,R
2914962,126093,-8,-4,8,-5563,-10523,-11390,R
2915044,126141,-60,38,-11,-5670,-10504,-11586,R
2915126,126019,-3,2,0,-5572,-10424,-11510,R
2915208,125599,11,-9,-2,-5613,-10040,-11739,R
2915305,125591,61,2,9,-2563,-7865,-12328,R
2915387,125621,40,-13,-6,-5702,-10765,-12045,R
2915469,125709,33,-21,9,-5595,-10543,-11645,R
2915551,125699,-6,-3,5,-5602,-10507,-11597,R
2915650,125896,-20,2,6,-5690,-10576,-11514,R
2915732,126075,3,-13,18,-5537,-10338,-11520,R
2915814,126188,10,-15,14,-5625,-10434,-11560,R
2915911,126217,13,-13,7,-5960,-10511,-11646,R
2915993,125783,99,-36,11,-5873,-10610,-12123,R
2916075,125920,35,-7,6,-5774,-10555,-11538,R
2916157,126028,6,1,3,-5921,-10741,-11791,R
2916254,126061,41,-15,1,-5548,-10387,-11420,R
2916336,126109,76,-64,-1,-5598,-10617,-11259,R
2916418,126305,29,-42,9,-6015,-10748,-11184,R
2916500,126385,-10,-35,21,-5953,-10833,-11284,R
2916599,126472,17,-31,2,-5892,-10670,-11188,R
2916681,126364,22,8,-14,-5980,-10536,-11207,R
2916763,125946,3,37,-40,-5807,-10700,-11093,R
2916860,125973,124,-59,-35,-5781,-10832,-11027,R
2916942,126007,122,-46,-57,-5881,-10947,-10843,R
2917024,125979,-35,38,-29,-5776,-11090,-10759,R
2917106,125951,-23,9,-4,-5797,-11050,-10888,R
2917203,126007,-23,-11,12,-5576,-11247,-10950,R
