time_ms,ir,ax,ay,az,gx,gy,gz,label
3938141,113415,10,-8,0,7543,-12335,8671,S
3938223,113439,-5,-4,-1,7491,-12280,8611,S
3938320,113417,1,-7,-2,7400,-12166,8603,S
3938402,113435,-7,-3,5,7645,-12175,8591,S
3938484,113448,-6,1,5,7685,-12167,8658,S
3938566,113476,2,3,-4,7414,-12373,8458,S
3938663,113466,-1,-7,12,7300,-12261,8670,S
3938745,113517,2,2,6,7516,-12166,8611,S
3938827,113487,-5,-3,-4,7713,-12203,8772,S
3938909,113528,-13,-14,1,7560,-12331,8546,S
3939006,113392,7,-7,-2,7461,-12364,8543,S
3939088,113432,-9,-8,4,7479,-12137,8742,S
3939170,113461,-5,-7,9,7387,-12240,8624,S
3939252,113465,-1,-6,6,7611,-12165,8607,S
3939349,113457,19,0,0,7493,-12142,8660,S
3939431,113468,-2,-7,3,7453,-12119,8649,S
3939513,113486,8,-10,-4,7340,-12118,8627,S
3939595,113477,4,0,1,7508,-12228,8676,S
3939694,113482,-10,8,-1,7497,-12294,8621,S
3939776,113492,3,-6,-9,7452,-12160,8713,S
3939858,113422,-5,-8,1,7488,-12203,8446,S
3939955,113457,-1,-12,-4,7378,-12219,8743,S
3940037,113430,-3,-8,-1,7422,-12302,8618,S
3940119,113436,4,-1,-6,7432,-12166,8542,S
3940201,113470,-5,-5,-1,7599,-12185,8845,S
3940298,113461,-2,-11,-9,7373,-12203,8757,S
3940380,113462,-6,-5,4,7612,-12131,8789,S
3940462,113423,-8,-4,8,7478,-12120,8716,S
3940544,113474,-5,-6,-5,7570,-12192,8712,S
3940643,113459,9,-7,1,7507,-12321,8552,S
3940725,113461,2,-14,3,7416,-12210,8817,S
3940807,113399,-6,12,1,7465,-12318,8584,S
3940904,113393,-6,-7,4,7490,-12189,8807,S
3940986,113386,-1,-5,5,7378,-12141,8575,S
3941068,113404,-10,5,2,7538,-12288,8734,S
3941150,113416,-6,3,-6,7434,-12266,8661,S
3941247,113415,-7,-10,-3,7466,-12331,8590,S
3941329,113407,5,-5,-7,7454,-12280,8744,S
3941411,113425,-8,1,-2,7412,-12068,8700,S
3941493,113407,4,6,8,7495,-12180,8536,S
3941592,113408,8,0,1,7413,-12251,8669,S
3941674,113417,-22,-3,-7,7576,-12038,8497,S
3941756,113416,-3,-10,4,7467,-12313,8486,S
3941853,113422,-2,-7,1,7331,-12193,8680,S
3941935,113438,-3,0,0,7460,-12264,8542,S
3942017,113447,-14,8,-2,7400,-12063,8552,S
3942099,113406,2,-3,-4,7378,-12251,8665,S
3942196,113444,-9,-1,9,7476,-12294,8725,S
3942278,113434,0,5,14,7506,-12118,8513,S
3942360,113409,7,-7,3,7347,-12172,8540,S
3942442,113448,-1,-4,1,7477,-12223,8630,S
3942541,113423,9,-5,4,7474,-12211,8581,S
3942623,113419,-1,-6,-1,7456,-12254,8712,S
3942705,113409,0,0,0,7532,-12311,8579,S
3942802,113433,-13,-11,19,7426,-12302,8771,S
3942884,113444,-5,-17,11,7432,-12213,8521,S
3942966,113443,-2,-11,2,7410,-12116,8626,S
3943048,113461,7,-10,-7,7505,-12282,8672,S
3943145,113482,-16,-8,-2,7355,-12298,8584,S
3943227,113439,-13,-7,3,7445,-12125,8691,S
3943309,113386,-3,-11,-2,7490,-12379,8639,S
